Compound;Time;Labeling;Treatment;N;mean;sd;se
263;Isoleucine;60min;U;Fe;5;0.9905486462;0.000941931239403481;0.000421244456287362
264;Isoleucine;60min;U;P;5;0.984452656;0.00400049570149122;0.00178907606644602
265;Leucine;120min;L;C;5;0.9823335118;0.00701520815273216;0.00313729646116397
266;Leucine;120min;L;Fe;5;0.9727488472;0.00744627740255321;0.00333007649028591
267;Leucine;120min;L;P;5;0.9806535522;0.0112074543769645;0.00501212596832403
268;Leucine;120min;U;C;5;0.9743056872;0.0164620733119686;0.00736206299522938
269;Leucine;120min;U;Fe;5;0.9664717792;0.00678195357371997;0.0030329818422171
270;Leucine;120min;U;P;5;0.9738271592;0.0113927729843593;0.00509500296905013
271;Leucine;15min;L;C;5;0.969218926;0.00623563070997934;0.00278865883001982
272;Leucine;15min;L;Fe;4;0.97236260375;0.00753861630177669;0.00376930815088835
273;Leucine;15min;L;P;5;0.9724940216;0.0105699663413991;0.00472703265185061
274;Leucine;15min;U;C;5;0.9786045846;0.00903120112713424;0.00403887592774898
275;Leucine;15min;U;Fe;5;0.9676831426;0.00974351208504357;0.00435743107234962
276;Leucine;15min;U;P;5;0.9696388034;0.011574071873083;0.00517608229693636
277;Leucine;30min;L;C;5;0.9759947724;0.00855585700278277;0.00382629557279798
278;Leucine;30min;L;Fe;5;0.9673401548;0.0110990090503505;0.00496362774389382
279;Leucine;30min;L;P;5;0.9707513462;0.00697606337891363;0.00311979038611955
280;Leucine;30min;U;C;5;0.977321966;0.00804407607110142;0.00359742018223244
281;Leucine;30min;U;Fe;5;0.9674187312;0.0121080235547635;0.00541487274832398
282;Leucine;30min;U;P;5;0.9724175044;0.00843517837749086;0.00377232645088119
283;Leucine;60min;L;C;5;0.9770019872;0.0109833831406124;0.00491191826506689
284;Leucine;60min;L;Fe;5;0.9703885286;0.006454838305034;0.00288669144676511
285;Leucine;60min;L;P;5;0.9769881596;0.00676176966582158;0.00302395532419462
286;Leucine;60min;U;C;5;0.9775385448;0.00959798417385913;0.00429234901194324
287;Leucine;60min;U;Fe;5;0.9746016452;0.00899436742888207;0.00402240339711806
288;Leucine;60min;U;P;5;0.9756825242;0.00536831462354215;0.00240078328456929
289;Lysine;120min;L;C;5;0.9560653858;0.0112593055964822;0.00503531453863559
290;Lysine;120min;L;Fe;5;0.9517623678;0.0186511566778519;0.00834105083813522
291;Lysine;120min;L;P;5;0.9657571708;0.0161257621830443;0.00721166008605651
292;Lysine;120min;U;C;5;0.971027897;0.0121563259010331;0.00543647421427026
293;Lysine;120min;U;Fe;5;0.9523754936;0.013227943024784;0.00591571596118223
294;Lysine;120min;U;P;5;0.9753159104;0.00632437958601646;0.00282834853396896
295;Lysine;15min;L;C;5;0.9616025502;0.0163704580646083;0.00732109141105474
296;Lysine;15min;L;Fe;4;0.9556256975;0.0143628457117208;0.00718142285586041
297;Lysine;15min;L;P;5;0.9767864224;0.00624760596260415;0.00279401432580318
298;Lysine;15min;U;C;5;0.9695925252;0.0144423226471365;0.00645880303839639
299;Lysine;15min;U;Fe;5;0.8912896924;0.0672560026838556;0.0300777987792019
300;Lysine;15min;U;P;5;0.9679164734;0.00443726825579738;0.00198440669087297
301;Lysine;30min;L;C;5;0.9694137844;0.017563410240876;0.00785459584306296
302;Lysine;30min;L;Fe;5;0.9387519456;0.0175374136928156;0.00784296983333424
303;Lysine;30min;L;P;5;0.9754275878;0.00666966087440514;0.00298276302040811
304;Lysine;30min;U;C;5;0.9717371912;0.0111700111030504;0.00499538082716961
305;Lysine;30min;U;Fe;5;0.9316785258;0.0536212966817179;0.023980172884401
306;Lysine;30min;U;P;5;0.9753263148;0.0100426393622473;0.0044912048575
307;Lysine;60min;L;C;5;0.9633379378;0.0131134356943862;0.00586450672624393
308;Lysine;60min;L;Fe;5;0.9498301868;0.0155780670365593;0.00696672337035907
309;Lysine;60min;L;P;5;0.9751879578;0.00994450806562435;0.0044473192075062
310;Lysine;60min;U;C;5;0.9565192108;0.0226246881579535;0.0101180681381837
311;Lysine;60min;U;Fe;5;0.9408571526;0.0166508176950916;0.00744647204943622
312;Lysine;60min;U;P;5;0.9729366528;0.00923257112402726;0.00412893132808532
313;Methionine;120min;L;C;5;0.9557407288;0.0160139304279933;0.00716164740478906
314;Methionine;120min;L;Fe;5;0.95505733;0.0122348882371937;0.00547160835909554
315;Methionine;120min;L;P;5;0.9481138476;0.0239128609986062;0.0106941565458774
316;Methionine;120min;U;C;5;0.9452963898;0.00751183129430095;0.00335939308191343
317;Methionine;120min;U;Fe;5;0.9513899874;0.0158611571005581;0.00709332509573029
318;Methionine;120min;U;P;5;0.9458186162;0.00597907100556613;0.00267392184214878
319;Methionine;15min;L;C;5;0.9433915414;0.0105546702910517;0.00472019205017783
320;Methionine;15min;L;Fe;4;0.9530750705;0.00605993306297301;0.00302996653148651
321;Methionine;15min;L;P;5;0.9421902552;0.0063294250713478;0.00283060494360503
322;Methionine;15min;U;C;5;0.946033064;0.00585498258503095;0.00261842781344133
323;Methionine;15min;U;Fe;5;0.947550007;0.00778957631226398;0.00348360443002888
324;Methionine;15min;U;P;5;0.9485399406;0.0146338548456995;0.00654445884156975
325;Methionine;30min;L;C;5;0.946690703;0.0105919862905613;0.0047368802724882
326;Methionine;30min;L;Fe;5;0.954189976;0.00821027390974622;0.0036717461152171
327;Methionine;30min;L;P;5;0.9415843706;0.00631642052420798;0.00282478913332078
328;Methionine;30min;U;C;5;0.9418522898;0.00491732598984699;0.00219909503616486
329;Methionine;30min;U;Fe;5;0.944852306;0.00838757322918442;0.00375103678134276
330;Methionine;30min;U;P;5;0.9509498674;0.0115722392048476;0.00517526270278546
331;Methionine;60min;L;C;5;0.9578723772;0.0110896380084035;0.00495943688653112
332;Methionine;60min;L;Fe;5;0.9421334246;0.0139978842858187;0.00626004416085333
333;Methionine;60min;L;P;5;0.9536177166;0.00902738727333466;0.00403717032047855
334;Methionine;60min;U;C;5;0.9475709564;0.0126769898595197;0.00566932221519232
335;Methionine;60min;U;Fe;5;0.941135016;0.0121107003208816;0.00541606983452393
336;Methionine;60min;U;P;5;0.941451484;0.00475164127416085;0.00212499857874348
337;Norvaline;120min;L;C;5;0.9393166778;0.00615924253972629;0.00275449700174729
338;Norvaline;120min;L;Fe;5;0.9405417654;0.00470637518282337;0.00210475496728221
339;Norvaline;120min;L;P;5;0.9616692734;0.0238755295625104;0.0106774614201158
340;Norvaline;120min;U;C;5;0.9423957942;0.0213164373759738;0.00953300060215892
341;Norvaline;120min;U;Fe;5;0.9453811716;0.00740541112438696;0.00331180053509248
342;Norvaline;120min;U;P;5;0.9581099362;0.028919304165129;0.0129331059950443
343;Norvaline;15min;L;C;5;0.9442332598;0.0235980585675097;0.0105533726187946
344;Norvaline;15min;L;Fe;4;0.9432318345;0.0122775131775057;0.00613875658875287
345;Norvaline;15min;L;P;5;0.9690705098;0.0158123544521412;0.00707149988786184
346;Norvaline;15min;U;C;5;0.947677416;0.0268481894975465;0.012006875357862
347;Norvaline;15min;U;Fe;5;0.9452364506;0.0243004739247848;0.010867502316256
348;Norvaline;15min;U;P;5;0.9624614016;0.0260883249383465;0.0116670535962491
349;Norvaline;30min;L;C;5;0.9376208204;0.00784515140772461;0.00350845836829008
350;Norvaline;30min;L;Fe;5;0.937652314;0.00267531187213386;0.00119643584142071
351;Norvaline;30min;L;P;5;0.9569078698;0.0179290889828425;0.0080181323480557
352;Norvaline;30min;U;C;5;0.9360874926;0.00352759685801422;0.00157758927434689
353;Norvaline;30min;U;Fe;5;0.9433869018;0.00548120805739448;0.00245127076303073
354;Norvaline;30min;U;P;5;0.947498962;0.0269952065074332;0.0120726233634531
355;Norvaline;60min;L;C;5;0.9394762894;0.00811201768108889;0.00362780459391899
356;Norvaline;60min;L;Fe;5;0.9446222798;0.0067284955754009;0.00300907469858059
357;Norvaline;60min;L;P;5;0.960087935;0.0271992884398197;0.0121638915782122
358;Norvaline;60min;U;C;5;0.943755627;0.0035175668382425;0.00157310371314185
359;Norvaline;60min;U;Fe;5;0.936627127;0.00681628252102174;0.00304833421416965
360;Norvaline;60min;U;P;5;0.9317478802;0.0068946772977473;0.0030833934241375
361;Phenylalanine;120min;L;C;5;0.9777451762;0.00808315404866398;0.00361489638508306
362;Phenylalanine;120min;L;Fe;5;0.9499295426;0.0129715969306264;0.00580107450272163
363;Phenylalanine;120min;L;P;5;0.9855575798;0.0136630714676309;0.00611031131661211
364;Phenylalanine;120min;U;C;5;0.9802045698;0.0121081074246798;0.0054149102560908
365;Phenylalanine;120min;U;Fe;5;0.9435599678;0.00544434916369309;0.00243478696465238
366;Phenylalanine;120min;U;P;5;0.9901314404;0.00133810289462294;0.000598417806653226
367;Phenylalanine;15min;L;C;5;0.9839231338;0.00347812317503329;0.00155546397069837
368;Phenylalanine;15min;L;Fe;4;0.97310480325;0.00528572049076237;0.00264286024538119
369;Phenylalanine;15min;L;P;5;0.986314119;0.00417536935254787;0.00186728194069326
370;Phenylalanine;15min;U;C;5;0.988293903;0.00316888273156526;0.00141716744010103
371;Phenylalanine;15min;U;Fe;5;0.9683053554;0.00531619033120615;0.00237747259238081
372;Phenylalanine;15min;U;P;5;0.9884099664;0.0053189105302074;0.00237868910235664
373;Phenylalanine;30min;L;C;5;0.9717083344;0.00944482313400264;0.0042238533126185
374;Phenylalanine;30min;L;Fe;5;0.969538643;0.0117504002523093;0.00525493874539884
375;Phenylalanine;30min;L;P;5;0.9872199904;0.00425952069787177;0.00190491556640172
376;Phenylalanine;30min;U;C;5;0.9835513508;0.00474806869517344;0.00212340087284931
377;Phenylalanine;30min;U;Fe;5;0.96735297;0.0186922257928038;0.00835941750469684
378;Phenylalanine;30min;U;P;5;0.9903935932;0.000798531031354581;0.000357113933650372
379;Phenylalanine;60min;L;C;5;0.9703850576;0.00943855116371591;0.0042210484022357
380;Phenylalanine;60min;L;Fe;5;0.9747995422;0.00600391677736485;0.00268503320908785
381;Phenylalanine;60min;L;P;5;0.9896583718;0.00207826768492985;0.000929429563788851
382;Phenylalanine;60min;U;C;5;0.9688057422;0.00803510269766035;0.0035934071676321
383;Phenylalanine;60min;U;Fe;5;0.9680073456;0.00453117427779338;0.0020264027406089
384;Phenylalanine;60min;U;P;5;0.987440401;0.00432116573294886;0.00193248406418327
385;Proline;120min;L;C;5;0.9470375188;0.0118956581348853;0.0053199000453404
386;Proline;120min;L;Fe;5;0.9421044336;0.0125425312358504;0.00560919049065519
387;Proline;120min;L;P;5;0.9507059608;0.0145513210017705;0.00650754858447586
388;Proline;120min;U;C;5;0.9626888778;0.0187711995275935;0.0083947356325822
389;Proline;120min;U;Fe;5;0.9421462134;0.00249535477222193;0.00111595657973335
390;Proline;120min;U;P;5;0.943035159;0.0136200014214705;0.00609104980641035
391;Proline;15min;L;C;5;0.9733249568;0.0101258974880197;0.0045284390232813
392;Proline;15min;L;Fe;4;0.96206258125;0.00968624621069456;0.00484312310534728
393;Proline;15min;L;P;5;0.9496543124;0.0146098864968333;0.00653373987009512
394;Proline;15min;U;C;5;0.969111143;0.0110745581063892;0.0049526929493315
395;Proline;15min;U;Fe;5;0.9596687782;0.0144226463507594;0.00645000353114747
396;Proline;15min;U;P;5;0.9570057146;0.0164811054417461;0.00737057442241721
397;Proline;30min;L;C;5;0.9465844634;0.0169289265775743;0.00757084612271179
398;Proline;30min;L;Fe;5;0.937079333;0.0167855379539053;0.00750672078076698
399;Proline;30min;L;P;5;0.947149071;0.019822703392458;0.00886498245667036
400;Proline;30min;U;C;5;0.964334626;0.00665335570810285;0.00297547112836084
401;Proline;30min;U;Fe;5;0.9503909664;0.00469913986063329;0.00210151923283098
402;Proline;30min;U;P;5;0.9552066404;0.0135660673064723;0.00606692973692193
403;Proline;60min;L;C;5;0.9440724794;0.0121461041445806;0.00543190290581484
404;Proline;60min;L;Fe;5;0.942385678;0.010889498608997;0.00486993182612135
405;Proline;60min;L;P;5;0.9573931998;0.0195257794320525;0.00873219402474734
406;Proline;60min;U;C;5;0.9455087336;0.00422906618943117;0.00189129589618282
407;Proline;60min;U;Fe;5;0.9465692892;0.00803226084750829;0.00359213625360772
408;Proline;60min;U;P;5;0.94598515;0.0120467192237851;0.0053874566180474
409;Serine;120min;L;C;5;0.9761443154;0.00749668388757347;0.00335261895568833
410;Serine;120min;L;Fe;5;0.9585629494;0.00867133458460384;0.00387793871736382
411;Serine;120min;L;P;5;0.955712512;0.00686694236006976;0.00307098998293776
412;Serine;120min;U;C;5;0.9769711162;0.00721687443167697;0.00322748436286197
413;Serine;120min;U;Fe;5;0.9548667136;0.00603961463922941;0.00270099777824396
414;Serine;120min;U;P;5;0.9648980758;0.010372409238779;0.00463868242967132
415;Serine;15min;L;C;5;0.9771850234;0.00868489526068707;0.00388400323607241
416;Serine;15min;L;Fe;4;0.96683482175;0.00259201440394346;0.00129600720197173
417;Serine;15min;L;P;5;0.9672762078;0.00432516995112261;0.00193427480498992
418;Serine;15min;U;C;5;0.980282366;0.0070180723757601;0.0031385773806426
419;Serine;15min;U;Fe;5;0.96185579;0.00793148054852961;0.00354706593374591
420;Serine;15min;U;P;5;0.9680188662;0.00889045063659516;0.00397593039480661
421;Serine;30min;L;C;5;0.970581738;0.0040347671846997;0.0018044027396748
422;Serine;30min;L;Fe;5;0.9618624324;0.0091466866885212;0.00409052264088517
423;Serine;30min;L;P;5;0.9637503682;0.00580187572542947;0.00259467770381324
424;Serine;30min;U;C;5;0.9766901686;0.00743521125680044;0.00332512755945549
425;Serine;30min;U;Fe;5;0.9666573944;0.0153130249839293;0.0068481929610437
426;Serine;30min;U;P;5;0.9665129408;0.00521168418134703;0.00233073602135046
427;Serine;60min;L;C;5;0.9686104996;0.00866796119826236;0.00387643009312903
428;Serine;60min;L;Fe;5;0.963817574;0.00797651586786863;0.003567206340832
429;Serine;60min;L;P;5;0.9717217066;0.00956394087574323;0.00427712438619015
430;Serine;60min;U;C;5;0.9774327878;0.00779366632443018;0.00348543353907536
431;Serine;60min;U;Fe;5;0.96951074;0.00393761636865407;0.00176095557392528
432;Serine;60min;U;P;5;0.960566039;0.00554392123062245;0.00247931694671522
433;Threonine;120min;L;C;5;0.987213005;0.00503891860566993;0.00225347290707328
434;Threonine;120min;L;Fe;5;0.9785320414;0.0084509276670481;0.00377936974729065
435;Threonine;120min;L;P;5;0.9821139554;0.00516569738547218;0.00231017010102174
436;Threonine;120min;U;C;5;0.9887277618;0.00415550566274246;0.00185839862855549
437;Threonine;120min;U;Fe;5;0.9809171968;0.0026377055217903;0.00117961777026993
438;Threonine;120min;U;P;5;0.9856266352;0.00725249930293661;0.00324341628962722
439;Threonine;15min;L;C;5;0.987382267;0.00246394956539982;0.00110191174427301
440;Threonine;15min;L;Fe;4;0.98595026225;0.00509916160093674;0.00254958080046837
441;Threonine;15min;L;P;5;0.9828123174;0.0065386455929757;0.00292417120533462
442;Threonine;15min;U;C;5;0.988098216;0.00190872783760638;0.000853609039086809
443;Threonine;15min;U;Fe;5;0.97407919;0.0239221921333527;0.0106983295561975
444;Threonine;15min;U;P;5;0.984829834;0.00353489062423187;0.00158085114576182
445;Threonine;30min;L;C;5;0.9867124858;0.003420823070505;0.00152983858492975
446;Threonine;30min;L;Fe;5;0.982270668;0.00943965120361892;0.00422154035503592
447;Threonine;30min;L;P;5;0.9802603906;0.00395978605695484;0.00177087015994137
448;Threonine;30min;U;C;5;0.9875547954;0.00150346666655592;0.000672370733664807
449;Threonine;30min;U;Fe;5;0.9795628508;0.0213895645033897;0.00956570404773918
450;Threonine;30min;U;P;5;0.9811880526;0.00844565528134288;0.00377701186472256
451;Threonine;60min;L;C;5;0.9834254178;0.00648137390026606;0.00289855852571757
452;Threonine;60min;L;Fe;5;0.9858352408;0.00274577176231813;0.00122794646224855
453;Threonine;60min;L;P;5;0.9836486064;0.00622619028933772;0.00278443694556165
454;Threonine;60min;U;C;5;0.9817283172;0.00999116636256705;0.00446818543224184
455;Threonine;60min;U;Fe;5;0.9855336852;0.00431154851022943;0.00192818311143219
456;Threonine;60min;U;P;5;0.9851311618;0.00589909381164005;0.0026381549536951
457;Tryptophan;120min;L;C;5;0.9429380798;0.00977282497215286;0.00437054019398826
458;Tryptophan;120min;L;Fe;5;0.946847949;0.0112786371439515;0.00504395986948594
459;Tryptophan;120min;L;P;5;0.9824110892;0.0222764374725408;0.00996232569702499
460;Tryptophan;120min;U;C;5;0.9609632854;0.0165583050264147;0.00740509912624796
461;Tryptophan;120min;U;Fe;5;0.9438384064;0.00257758449894593;0.00115273083147857
462;Tryptophan;120min;U;P;5;0.9860550472;0.00615516195463585;0.00275267210861725
463;Tryptophan;15min;L;C;5;0.9610146346;0.017011226543728;0.00760765178648494
464;Tryptophan;15min;L;Fe;4;0.950239585;0.0109349364448714;0.00546746822243571
465;Tryptophan;15min;L;P;5;0.984925349;0.00912076356215298;0.00407892946633544
466;Tryptophan;15min;U;C;5;0.9521284168;0.022047587724588;0.00985998097841373
467;Tryptophan;15min;U;Fe;5;0.9582455322;0.0231119199846832;0.0103359648352575
468;Tryptophan;15min;U;P;5;0.9891330746;0.00431921947483014;0.00193161367109223
469;Tryptophan;30min;L;C;5;0.955187641;0.0142000985082473;0.00635047711032687
470;Tryptophan;30min;L;Fe;5;0.9542802512;0.0154009339996327;0.00688750706803328
471;Tryptophan;30min;L;P;5;0.9840024412;0.00852413723095058;0.00381211005958847
472;Tryptophan;30min;U;C;5;0.9516917604;0.0113133656541975;0.0050594909314194
473;Tryptophan;30min;U;Fe;5;0.9630105522;0.0187303180140786;0.00837645286393372
474;Tryptophan;30min;U;P;5;0.9894505468;0.00372681935132918;0.00166668428188674
475;Tryptophan;60min;L;C;5;0.9632652398;0.0137228349700855;0.00613703836742449
476;Tryptophan;60min;L;Fe;5;0.9418099086;0.00680265104204724;0.00304223803144548
477;Tryptophan;60min;L;P;5;0.9876442382;0.00468283468498452;0.00209422733660384
478;Tryptophan;60min;U;C;5;0.947619074;0.00850337861198315;0.00380282652296243
479;Tryptophan;60min;U;Fe;5;0.9458293384;0.00743408945031706;0.0033246258723446
480;Tryptophan;60min;U;P;5;0.9829698246;0.00786840892202052;0.00351885944488074
481;Tyrosine;120min;L;C;5;0.9663814966;0.00795761728516612;0.00355875463771176
482;Tyrosine;120min;L;Fe;5;0.9336819952;0.00933369434353193;0.00417415500666853
483;Tyrosine;120min;L;P;5;0.9901854358;0.00481552259643155;0.00215356717456145
484;Tyrosine;120min;U;C;5;0.9534819192;0.0163974902748468;0.00733318058298984
485;Tyrosine;120min;U;Fe;5;0.945910929;0.00715966111787854;0.00320189779108771
486;Tyrosine;120min;U;P;5;0.9903515362;0.00229212576649225;0.0010250698053711
487;Tyrosine;15min;L;C;5;0.9686198412;0.0138604656300971;0.0061985886697393
488;Tyrosine;15min;L;Fe;4;0.93849324925;0.00590939073223392;0.00295469536611696
489;Tyrosine;15min;L;P;5;0.990609048;0.00218496195342767;0.000977144691223002
490;Tyrosine;15min;U;C;5;0.9471785302;0.00960346684227146;0.00429480093579685
491;Tyrosine;15min;U;Fe;5;0.9453037018;0.00442473064777607;0.00197879970211079
492;Tyrosine;15min;U;P;5;0.9909162346;0.00134655423326071;0.00060219736019221
493;Tyrosine;30min;L;C;5;0.9525814272;0.0151562294433853;0.00677807186359865
494;Tyrosine;30min;L;Fe;5;0.9396524086;0.00635160785695142;0.00284052538691303
495;Tyrosine;30min;L;P;5;0.9912100884;0.000616468104801314;0.00027569291765924
496;Tyrosine;30min;U;C;5;0.9533853922;0.0120723958638798;0.0053989395605845
497;Tyrosine;30min;U;Fe;5;0.9458668186;0.00537751137766148;0.00240489619804592
498;Tyrosine;30min;U;P;5;0.9917163066;0.000780913962711529;0.000349235341040343
499;Tyrosine;60min;L;C;5;0.9579612914;0.00604436190381785;0.00270312081950935
500;Tyrosine;60min;L;Fe;5;0.9416182366;0.00688728959493199;0.00308008954299898
501;Tyrosine;60min;L;P;5;0.9912182328;0.00183417919292244;0.000820269871658056
502;Tyrosine;60min;U;C;5;0.9419053788;0.0107028926707161;0.00478647911352111
503;Tyrosine;60min;U;Fe;5;0.9363411372;0.00663930558063666;0.00296918772033946
504;Tyrosine;60min;U;P;5;0.9873906898;0.00583486262324647;0.00260942989299037
505;Valine;120min;L;C;5;0.973229055;0.00488852846511185;0.00218621639158656
506;Valine;120min;L;Fe;5;0.958068487;0.00722323790876728;0.00323033019633141
507;Valine;120min;L;P;5;0.9677753348;0.0067588229832267;0.00302263752767656
508;Valine;120min;U;C;5;0.9708806858;0.00560686330864468;0.00250746549973578
509;Valine;120min;U;Fe;5;0.9559587226;0.00593442649885437;0.00265395621178289
510;Valine;120min;U;P;5;0.9685666486;0.00915989336406762;0.00409642884574089
511;Valine;15min;L;C;5;0.9692851596;0.00618502715564995;0.00276602823254309
512;Valine;15min;L;Fe;4;0.9583527355;0.00286747854457775;0.00143373927228887
513;Valine;15min;L;P;5;0.9672565388;0.00532927994868247;0.00238332644727612
514;Valine;15min;U;C;5;0.9736272128;0.00244197995403705;0.00109208663538373
515;Valine;15min;U;Fe;5;0.9567009522;0.00621624101728476;0.00277998749583423
516;Valine;15min;U;P;5;0.968131533;0.00450793633542169;0.00201601041684884
517;Valine;30min;L;C;5;0.9715865232;0.00912010108217205;0.00407863319628122
518;Valine;30min;L;Fe;5;0.9579759414;0.00881115054915431;0.00394046631757873
519;Valine;30min;L;P;5;0.968087631;0.00273672072456917;0.00122389871511383
520;Valine;30min;U;C;5;0.971849314;0.00790739066714288;0.00353629261127578
521;Valine;30min;U;Fe;5;0.9579963714;0.00781750247047369;0.00349609338765034
522;Valine;30min;U;P;5;0.9649683482;0.00613577099195089;0.0027440002064747
523;Valine;60min;L;C;5;0.9724572028;0.00359872868592134;0.00160940039485972
524;Valine;60min;L;Fe;5;0.9529157104;0.00315144714900144;0.00140937001053303
525;Valine;60min;L;P;5;0.9666184796;0.00937269947929898;0.00419159863367788
526;Valine;60min;U;C;5;0.96781349;0.0102869108494343;0.00460044638756303
527;Valine;60min;U;Fe;5;0.9628323638;0.00786618164706758;0.00351786337724087
528;Valine;60min;U;P;5;0.9696280264;0.00613932142554251;0.00274558800864679
